Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Month_Name,Year,Sales_Growth_Rate,Profit_Growth_Rate,Profit_Margin
1260,US-2013-168620,25-12-2013,29-12-2013,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,0.2,76.704,December,2013,-52.6560602,-262.3220793,30
1261,CA-2014-117079,24-10-2014,28-10-2014,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,32216,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.985,October,2014,237.8754693,40.78144556,12.5
1262,US-2013-144393,29-10-2013,05-11-2013,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,27834,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,4,0.7,-14.0928,November,2013,-97.96082789,-113.0507015,-80
1263,CA-2014-105053,08-07-2014,10-07-2014,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,0.2,6.3336,July,2014,-0.817438692,-144.9420981,36.25
1264,CA-2013-155992,02-10-2013,03-10-2013,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0,18.873,October,2013,300.0686813,197.9821902,27
1265,CA-2013-155992,02-10-2013,03-10-2013,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0,10.881,October,2013,-40.12875536,-42.34620887,26
1266,CA-2014-110380,03-09-2014,08-09-2014,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,0,1.7739,September,2014,-84.30107527,-83.69727047,27
1267,US-2011-167738,24-12-2011,29-12-2011,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0,41.4294,December,2011,2074.429224,2235.498055,29
1268,US-2011-167738,24-12-2011,29-12-2011,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267,December,2011,104.5863083,-55.90812322,6.25
1269,CA-2014-121412,24-09-2014,28-09-2014,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,80027,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328,3,0.2,3.666,September,2014,-89.96551158,-79.93102316,12.5
1270,CA-2014-100426,05-06-2014,09-06-2014,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,35630,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5    x 11 ",12.48,2,0,5.616,June,2014,-57.44680851,53.19148936,45
1271,US-2013-103646,22-04-2013,27-04-2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792,April,2013,720,-327.7777778,-12.5
1272,US-2013-103646,22-04-2013,27-04-2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,-126.8592,April,2013,-52.3217636,891.7073171,-260
1273,US-2013-103646,22-04-2013,27-04-2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,-67.272,April,2013,-8.083292343,-46.9711302,-150
1274,CA-2013-119186,27-05-2013,27-05-2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,0.2,3.6288,May,2013,-76.88191224,-105.3942205,35
1275,CA-2013-119186,27-05-2013,27-05-2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784,May,2013,3646.431327,-2546.64903,-22.85714286
1276,CA-2013-119186,27-05-2013,27-05-2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026,May,2013,-96.30512576,-105.8598396,36.25
1277,CA-2013-119186,27-05-2013,27-05-2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991,May,2013,345.8751394,-238.3750432,-11.25
1278,CA-2013-148698,03-05-2013,08-05-2013,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,May,2013,34.94186773,-174.9677043,6.25
1279,CA-2011-163293,08-09-2011,11-09-2011,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0,12.8583,September,2011,-61.81906615,138.2490272,39
1280,CA-2011-163293,08-09-2011,11-09-2011,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,0,30.1968,September,2011,154.4131028,134.8428641,36
1281,CA-2013-160815,06-09-2013,07-09-2013,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0,80.736,September,2013,231.9027182,167.3660785,29
1282,CA-2014-122154,10-04-2014,12-04-2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,0.2,4.914,April,2014,-94.56896552,-93.91349584,32.5
1283,CA-2014-122154,10-04-2014,12-04-2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.363,April,2014,15.27777778,-371.9373219,-76.66666667
1284,CA-2014-122154,10-04-2014,12-04-2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,0.2,88.074,April,2014,1343.717728,-759.088528,35
1285,US-2012-149692,06-12-2012,12-12-2012,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851,December,2012,-98.89842632,-105.5078684,-175
1286,CA-2013-119445,27-06-2013,04-07-2013,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0,1.043,July,2013,437.5180375,-121.5007215,7
1287,CA-2012-124268,04-07-2012,08-07-2012,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0,4.4892,July,2012,3.89261745,330.4122723,29
1288,CA-2013-154711,23-11-2013,27-11-2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.1664,November,2013,157.622739,148.7391963,28
1289,CA-2013-154711,23-11-2013,27-11-2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,0.2,4.1148,November,2013,-69.42828485,-63.15016478,33.75
1290,CA-2013-154711,23-11-2013,27-11-2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0,7.4952,November,2013,70.76771654,82.15223097,36
1291,CA-2013-163384,11-11-2013,13-11-2013,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,0.2,4.4604,November,2013,-36.52257445,-40.48991354,33.75
1292,CA-2013-163384,11-11-2013,13-11-2013,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0,15.552,November,2013,145.157385,248.6682809,48
1293,CA-2012-101707,27-08-2012,01-09-2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0,9.2232,September,2012,1.666666667,-40.69444444,28
1294,CA-2012-101707,27-08-2012,01-09-2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0,52.532,September,2012,246.6909532,469.5637089,46
1295,CA-2012-101707,27-08-2012,01-09-2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0,1.4784,September,2012,-97.30297723,-97.18571537,48
1296,CA-2012-138898,25-05-2012,29-05-2012,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Pueblo,Colorado,81001,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13,0.2,84.5728,May,2012,27358.7013,5620.562771,10
1297,CA-2014-115427,31-12-2014,04-01-2015,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188,January,2015,-98.35597261,-94.65691097,32.5
1298,CA-2014-115427,31-12-2014,04-01-2015,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,0.2,6.475,January,2015,49.02186421,43.29025405,31.25
1299,CA-2013-134425,09-12-2013,13-12-2013,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299,December,2013,454.7779923,-64.49420849,2
1300,CA-2012-121391,04-10-2012,07-10-2012,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,0,7.0096,October,2012,-76.54632449,204.8977816,26
1301,CA-2013-137043,24-12-2013,26-12-2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0,166.1004,December,2013,2024.480712,2269.613102,29
1302,CA-2013-137043,24-12-2013,26-12-2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0,83.0502,December,2013,-50,-50,29
1303,CA-2012-115847,19-09-2012,24-09-2012,Second Class,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0,4.3372,September,2012,-78.36441092,-94.77761643,7
1304,US-2014-126179,04-07-2014,08-07-2014,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177,July,2014,-61.28147192,27.21802084,23
1305,US-2014-126179,04-07-2014,08-07-2014,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519,July,2014,1100.375156,1309.136053,27
1306,CA-2013-101966,15-07-2013,17-07-2013,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,52.493,July,2013,45.82907942,-32.48653731,12.5
1307,CA-2013-141397,21-06-2013,22-06-2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,0,22.4448,June,2013,-88.86518202,-57.24229897,48
1308,CA-2013-141397,21-06-2013,22-06-2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,June,2013,-62.12147134,-71.3938195,36.25
1309,CA-2013-141397,21-06-2013,22-06-2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0,5.6628,June,2013,22.96747967,-11.80263527,26
1310,CA-2013-141397,21-06-2013,22-06-2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164,June,2013,643.5261708,71.58296249,6
1311,CA-2013-141397,21-06-2013,22-06-2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784,June,2013,-0.229714709,-183.1419044,-5
1312,CA-2013-141082,10-12-2013,14-12-2013,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,0,1.7343,December,2013,-97.71613191,-121.4683601,47
1313,CA-2013-141082,10-12-2013,14-12-2013,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,0,56.1752,December,2013,3209.485095,3139.070518,46
1314,US-2013-134488,25-09-2013,02-10-2013,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,-13.3176,October,2013,27.22895513,-123.7072587,-8.571428571
1315,CA-2013-145919,19-12-2013,24-12-2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0,18.6624,December,2013,-74.97618619,-240.1333574,48
1316,CA-2013-145919,19-12-2013,24-12-2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0,62.5056,December,2013,372.8395062,234.9279835,34
1317,CA-2013-145919,19-12-2013,24-12-2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0,28.965,December,2013,215.1109661,-53.66015205,5
1318,CA-2014-157651,11-12-2014,15-12-2014,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,3.3725,December,2014,-97.54876575,-88.35663732,23.75
1319,CA-2011-160773,01-07-2011,05-07-2011,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,July,2011,3955.774648,2034.618236,12.5
1320,CA-2011-160773,01-07-2011,05-07-2011,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,6,0.7,-3.6288,July,2011,-99.09987498,-105.0407001,-70
1321,CA-2014-167703,04-02-2014,09-02-2014,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3,0.7,-4.1832,February,2014,0.868055556,15.27777778,-80
1322,CA-2014-167703,04-02-2014,09-02-2014,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,2,0.2,35.694,February,2014,5360.929432,-953.2702238,12.5
1323,CA-2014-121804,04-03-2014,09-03-2014,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,0,19.656,March,2014,-74.50551913,-44.93192133,27
1324,CA-2014-162635,10-10-2014,11-10-2014,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4,0.2,3.5152,October,2014,-85.14285714,-82.11640212,32.5
1325,CA-2011-107153,28-09-2011,03-10-2011,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,0,12.4902,October,2011,327.6997041,255.3197542,27
1326,US-2011-117058,27-05-2011,30-05-2011,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,-30.555,May,2011,-62.25680934,-344.6317913,-175
1327,CA-2012-120439,14-06-2012,18-06-2012,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072,6,0.2,5.1072,June,2012,192.5085911,-116.7147766,10
1328,CA-2013-128258,31-03-2013,02-04-2013,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,6360,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,0,5.5566,April,2013,-77.79605263,8.799342105,49
1329,CA-2014-106033,16-10-2014,19-10-2014,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,94110,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0,26.376,October,2014,675.308642,374.6787604,30
1330,CA-2013-142762,24-05-2013,28-05-2013,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0,16.302,May,2013,-57.85941765,-38.19381256,44
1331,CA-2014-127705,03-06-2014,07-06-2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.6435,June,2014,-91.98380567,-103.9473684,-21.66666667
1332,CA-2014-127705,03-06-2014,07-06-2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,June,2014,823.9057239,-473.1157731,8.75
1333,CA-2011-122567,17-02-2011,22-02-2011,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.8,-1.728,February,2011,-96.06413994,-171.9700125,-160
1334,CA-2011-122567,17-02-2011,22-02-2011,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,0.8,-13.93,February,2011,637.037037,706.1342593,-175
1335,CA-2011-121664,06-05-2011,10-05-2011,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736,8,0.2,52.776,May,2011,1668.040201,-478.8657574,37.5
1336,CA-2013-122133,17-05-2013,24-05-2013,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0,0.001,May,2013,292.6216462,-99.9981052,0.000180976
1337,US-2014-123281,03-04-2014,08-04-2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0,6.5286,April,2014,-95.45569712,652760,26
1338,CA-2014-100524,01-04-2014,03-04-2014,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0,8.0406,April,2014,18.59816806,23.15963606,27
1339,CA-2014-100524,01-04-2014,03-04-2014,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,0,176.1708,April,2014,2175.285426,2091.015596,26
1340,CA-2014-100524,01-04-2014,03-04-2014,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,0,36.0192,April,2014,-88.92529295,-79.55438699,48
1341,CA-2014-113481,03-01-2014,05-01-2014,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,January,2014,827.1055437,-177.2587953,-4
1342,CA-2014-113481,03-01-2014,05-01-2014,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.528,January,2014,-97.74902975,-54.98059508,-80
1343,CA-2014-113481,03-01-2014,05-01-2014,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6,0.7,-21.1596,January,2014,84.25287356,68.89846743,-73.33333333
1344,CA-2012-131758,28-05-2012,01-06-2012,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82,3,0,14.346,June,2012,65.73092119,-167.7990132,30
1345,CA-2012-131758,28-05-2012,01-06-2012,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,13.05,5,0,6.003,June,2012,-72.71016311,-58.15558344,46
1346,CA-2011-118339,17-03-2011,24-03-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,0,36.5742,March,2011,618.6206897,509.2653673,39
1347,CA-2011-118339,17-03-2011,24-03-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8  x 11 ",47.18,7,0,23.59,March,2011,-49.69076562,-35.50098157,50
1348,CA-2011-118339,17-03-2011,24-03-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0,5.7072,March,2011,-58.28740992,-75.80669775,29
1349,CA-2011-118339,17-03-2011,24-03-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0,25.098,March,2011,171.3414634,339.7603028,47
1350,CA-2011-118339,17-03-2011,24-03-2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0,17.2224,March,2011,-32.80898876,-31.37939278,48
1351,CA-2011-153976,03-10-2011,08-10-2011,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-70.1043,October,2011,619.8411371,-507.053024,-27.14285714
1352,CA-2013-162901,29-03-2013,01-04-2013,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,2,0,7.85,April,2013,-87.84260432,-111.1976013,25
1353,CA-2014-162978,05-05-2014,10-05-2014,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5,0.2,20.6955,May,2014,485.8598726,163.6369427,11.25
